"FECHA_PRECIO","ANIO_PRECIO","MES_PRECIO","DIA_PRECIO","DEPARTAMENTO_EDS","MUNICIPIO_EDS","NOMBRE_COMERCIAL_EDS","PRECIO_PROMEDIO_PUBLICADO","TIPO_COMBUSTIBLE","CODIGO_MUNICIPIO_DANE","LATITUD_MUNICIPIO","LONGITUD_MUNICIPIO"
"2024-2-01","2024","2","01","ATLANTICO","BARRANQUILLA","GASXI 76 GNCV","2,445","GNCV","08001","10.978","-74.815"
"2022-7-01","2022","7","01","BOGOTA D.C.","BOGOTA, D.C.","EDS TERPEL LAS VEGAS GNV","1,879","GNCV","11001","4.64925","-74.107"
"2023-4-01","2023","4","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO TM TEMPORAL 80","1,699","GNCV","11001","4.64925","-74.107"
"2022-10-01","2022","10","01","BOGOTA D.C.","BOGOTA, D.C.","EDS GNV VILLA CLAUDIA","1,999","GNCV","11001","4.64925","-74.107"
"2025-3-01","2025","3","01","ANTIOQUIA","MEDELLIN","ESTACION DE SERVICIO TERPEL LA AMERICA - GNV","3,399","GNCV","05001","6.24663","-75.581"
"2025-5-01","2025","5","01","BOGOTA D.C.","BOGOTA, D.C.","EDS TERPEL LA CONEJERA GNV","2,499","GNCV","11001","4.64925","-74.107"
"2023-6-01","2023","6","01","SANTANDER","BARBOSA","ESTACIÓN DE SERVICIO AEROPUERTO BARBOSA","2,049","GNCV","68077","5.93253","-73.616"
"2024-2-01","2024","2","01","RISARALDA","DOSQUEBRADAS","ESTACION DE SERVICIO METROPOLITANA","2,380","GNCV","66170","4.83313","-75.675"
"2022-11-01","2022","11","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO TM NORTE ACTUAL","1,599","GNCV","11001","4.64925","-74.107"
"2022-2-01","2022","2","01","ATLANTICO","BARRANQUILLA","ESTACION DE SIETE DE ABRIL GNV","1,618","GNCV","08001","10.978","-74.815"
"2024-9-01","2024","9","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACIÓN DE SERVICIO ESPERANZA BOSA","2,299","GNCV","11001","4.64925","-74.107"
"2022-4-01","2022","4","01","VALLE DEL CAUCA","CALI","VALLE DE LILI - GNV","1,908","GNCV","76001","3.41369","-76.521"
"2024-10-01","2024","10","01","VALLE DEL CAUCA","RIOFRIO","ESTACIÓN DE SERVICIO RIOFRIO TERPEL","2,511","GNCV","76616","4.15691","-76.288"
"2023-8-01","2023","8","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACIÓN DE COMBUSTIBLE AUTOBOYACA","2,099","GNCV","11001","4.64925","-74.107"
"2021-1-01","2021","1","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO GNV PRIMERA DE MAYO","1,669","GNCV","11001","4.64925","-74.107"
"2024-7-01","2024","7","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIOS LAS CEIBAS CALI S.A.S.","2,870","GNCV","76001","3.41369","-76.521"
"2023-2-01","2023","2","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO GNV PRIMERA DE MAYO","2,079","GNCV","11001","4.64925","-74.107"
"2024-9-01","2024","9","01","SANTANDER","GIRON","EDS TERPEL BASCULA GIRON GNV","2,895","GNCV","68307","7.07043","-73.166"
"2023-5-01","2023","5","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACIÓN DE SERVICIO PATIO USME","1,699","GNCV","11001","4.64925","-74.107"
"2024-4-01","2024","4","01","VALLE DEL CAUCA","GUADALAJARA DE BUGA","ESTACION DE SERVICIO LA GLORIETA NO 2","2","GNCV","76111","3.90074","-76.299"
"2022-10-01","2022","10","01","HUILA","NEIVA","EDS TERPEL NEIVANA DE GAS GNV","2,305","GNCV","41001","2.93543","-75.277"
"2022-3-01","2022","3","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO TM TEMPORAL NORTE","1,499","GNCV","11001","4.64925","-74.107"
"2024-11-01","2024","11","01","BOGOTA D.C.","BOGOTA, D.C.","EDS TINTAL","2,399","GNCV","11001","4.64925","-74.107"
"2022-4-01","2022","4","01","VALLE DEL CAUCA","CALI","GANMEGAN CALI","1,957","GNCV","76001","3.41369","-76.521"
"2022-2-01","2022","2","01","BOGOTA D.C.","BOGOTA, D.C.","EDS ESSO BRASIL","1,899","GNCV","11001","4.64925","-74.107"
"2024-7-01","2024","7","01","BOGOTA D.C.","BOGOTA, D.C.","EDS ESSO AVENIDA 68","2,259","GNCV","11001","4.64925","-74.107"
"2024-7-01","2024","7","01","ANTIOQUIA","APARTADO","EPM NAVARRA","2,655","GNCV","05045","7.88297","-76.625"
"2025-5-01","2025","5","01","SANTANDER","PIEDECUESTA","SERVITECA SAN PEDRO - GAS NATURAL VEHICULAR","2,550","GNCV","68547","6.99724","-73.054"
"2022-7-01","2022","7","01","TOLIMA","IBAGUE","ESTACION DE SERVICIO EL JARDIN IBAGUE","1,999","GNCV","73001","4.43225","-75.194"
"2025-9-01","2025","9","01","CUNDINAMARCA","VILLA DE SAN DIEGO DE UBATE","ESTACION DE SERVICIO VILLA DE SAN DIEGO","2,519","GNCV","25843","5.30746","-73.814"
"2021-6-01","2021","6","01","ANTIOQUIA","MEDELLIN","ESTACIÓN DE SERVICIOS EPM LA 30","1,800","GNCV","05001","6.24663","-75.581"
"2022-7-01","2022","7","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACIÓN DE SERVICIO PATIO USME","1,499","GNCV","11001","4.64925","-74.107"
"2023-12-01","2023","12","01","VALLE DEL CAUCA","CALI","GREPACOL S.A","2,770","GNCV","76001","3.41369","-76.521"
"2023-1-01","2023","1","01","VALLE DEL CAUCA","CARTAGO","EDS LA 20 GNV","2,490","GNCV","76147","4.74219","-75.924"
"2021-10-01","2021","10","01","CALDAS","MANIZALES","EDS TERPEL TERMINAL TRANSPORTES DE MANIZALES - GNV","1,960","GNCV","17001","5.05766","-75.491"
"2022-5-01","2022","5","01","VALLE DEL CAUCA","CALI","EDS LAS AMERICAS GNV","2,019","GNCV","76001","3.41369","-76.521"
"2021-1-01","2021","1","01","TOLIMA","VENADILLO","ESTACIÓN DE SERVICIO LOS PINOS MARTINEZ","1,850","GNCV","73861","4.71788","-74.929"
"2023-7-01","2023","7","01","ANTIOQUIA","MEDELLIN","EDS TERPEL NORTE GNV","2,415","GNCV","05001","6.24663","-75.581"
"2025-8-01","2025","8","01","HUILA","NEIVA","ESTACIÓN DE SERVICIO MILENIUM GAS NEIVA","3,840","GNCV","41001","2.93543","-75.277"
"2022-9-01","2022","9","01","BOGOTA D.C.","BOGOTA, D.C.","EDS MOBIL LOS ANDES","1,899","GNCV","11001","4.64925","-74.107"
"2024-11-01","2024","11","01","VALLE DEL CAUCA","CALI","EDS ALFONSO LOPEZ","3,368","GNCV","76001","3.41369","-76.521"
"2025-3-01","2025","3","01","VALLE DEL CAUCA","CALI","GANMEGAN CALI","3,099","GNCV","76001","3.41369","-76.521"
"2023-4-01","2023","4","01","BOGOTA D.C.","BOGOTA, D.C.","BIOMAX SANANDRESITO 38","2,079","GNCV","11001","4.64925","-74.107"
"2024-12-01","2024","12","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO TM TEMPORAL 80","1,899","GNCV","11001","4.64925","-74.107"
"2023-8-01","2023","8","01","RISARALDA","PEREIRA","ESTACIÓN LA SUR GNV","2,150","GNCV","66001","4.80499","-75.719"
"2024-8-01","2024","8","01","BOLIVAR","TURBACO","EDS GNV LA GIRALDA","2,409","GNCV","13836","10.3483","-75.427"
"2024-9-01","2024","9","01","BOGOTA D.C.","BOGOTA, D.C.","EDS ESSO ERMITA CAPILLA","2,313","GNCV","11001","4.64925","-74.107"
"2025-1-01","2025","1","01","SANTANDER","FLORIDABLANCA","ESTACION DE SERVICIO RIO FRIO - GNV","3,299","GNCV","68276","7.07233","-73.099"
"2022-9-01","2022","9","01","ANTIOQUIA","MEDELLIN","EDS TEXACO PUNTO CERO  (MEDELLÍN)","2,155","GNCV","05001","6.24663","-75.581"
"2023-9-01","2023","9","01","VALLE DEL CAUCA","CALI","VALLE DE LILI - GNV","2,624","GNCV","76001","3.41369","-76.521"
"2025-2-01","2025","2","01","BOGOTA D.C.","BOGOTA, D.C.","EDS TERPEL LA CONEJERA GNV","2,839","GNCV","11001","4.64925","-74.107"
"2024-1-01","2024","1","01","ATLANTICO","BARRANQUILLA","ESTACIÓN DE SERVICIO COLISEO S.A.","2,445","GNCV","08001","10.978","-74.815"
"2023-3-01","2023","3","01","ATLANTICO","BARRANQUILLA","ESTACIÓN DE SERVICIO COLISEO S.A.","2,026","GNCV","08001","10.978","-74.815"
"2025-8-01","2025","8","01","BOGOTA D.C.","BOGOTA, D.C.","EDS TERPEL VILLA ALZACIA - GNV","2,499","GNCV","11001","4.64925","-74.107"
"2021-2-01","2021","2","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO TM SUBA","1,499","GNCV","11001","4.64925","-74.107"
"2022-6-01","2022","6","01","HUILA","NEIVA","ESTACIÓN DE SERVICIO MILENIUM GAS NEIVA","2,120","GNCV","41001","2.93543","-75.277"
"2023-6-01","2023","6","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACIÓN DE SERVICIO LAS FLORES","1,998","GNCV","11001","4.64925","-74.107"
"2021-3-01","2021","3","01","CORDOBA","MONTERIA","EDS RIO SINU GNV","1,769","GNCV","23001","8.75979","-75.873"
"2023-3-01","2023","3","01","BOGOTA D.C.","BOGOTA, D.C.","EDS MOBIL LOS ANDES","2,160","GNCV","11001","4.64925","-74.107"
"2024-9-01","2024","9","01","SUCRE","COROZAL","DISMACARENA SAS","2,636","GNCV","70215","9.31875","-75.293"
"2024-3-01","2024","3","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACIÓN DE SERVICIO AMERICAS 2","2,269","GNCV","11001","4.64925","-74.107"
"2022-3-01","2022","3","01","BOGOTA D.C.","BOGOTA, D.C.","EDS ESSO AVENIDA 68","1,949","GNCV","11001","4.64925","-74.107"
"2023-12-01","2023","12","01","CUNDINAMARCA","SOACHA","EDS EL RETORNO GNV","2,179","GNCV","25754","4.57927","-74.215"
"2022-6-01","2022","6","01","BOYACA","DUITAMA","LA AVENIDA GN","1,789","GNCV","15238","5.82296","-73.030"
"2022-1-01","2022","1","01","RISARALDA","PEREIRA","ESTACION DE SERVICIO LA GRAN MANZANA LTDA.","1,790","GNCV","66001","4.80499","-75.719"
"2022-11-01","2022","11","01","QUINDIO","ARMENIA","ESTACION DE SERVICIO GNV EL CENTRO","2,474","GNCV","63001","4.53598","-75.680"
"2024-6-01","2024","6","01","ANTIOQUIA","MEDELLIN","ESTACIÓN DE SERVICIOS EPM LA 30","2,595","GNCV","05001","6.24663","-75.581"
"2024-12-01","2024","12","01","VALLE DEL CAUCA","CALI","GREPACOL S.A","3,200","GNCV","76001","3.41369","-76.521"
"2021-4-01","2021","4","01","SANTANDER","GIRON","EDS TERPEL BASCULA GIRON GNV","1,625","GNCV","68307","7.07043","-73.166"
"2022-12-01","2022","12","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO GNV PRIMERA DE MAYO","2,129","GNCV","11001","4.64925","-74.107"
"2022-5-01","2022","5","01","ATLANTICO","BARRANQUILLA","ESTACION DE SERVICIO TERPEL PUERTA DE ORO - GNV","1,618","GNCV","08001","10.978","-74.815"
"2021-6-01","2021","6","01","RISARALDA","PEREIRA","EDS SANTA HELENA","1,799","GNCV","66001","4.80499","-75.719"
"2022-4-01","2022","4","01","CORDOBA","MONTERIA","EDS RIO SINU GNV","1,797","GNCV","23001","8.75979","-75.873"
"2022-2-01","2022","2","01","VALLE DEL CAUCA","CALI","EDS BRETAÑA","2,037","GNCV","76001","3.41369","-76.521"
"2023-2-01","2023","2","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIO TERPEL CAÑAVERALEJO - GNV","2,617","GNCV","76001","3.41369","-76.521"
"2022-12-01","2022","12","01","VALLE DEL CAUCA","CALI","EDS TERPEL EL LIMONAR - GNV","2,495","GNCV","76001","3.41369","-76.521"
"2022-11-01","2022","11","01","BOGOTA D.C.","BOGOTA, D.C.","EDS ESSO CIUDAD SALITRE","2,059","GNCV","11001","4.64925","-74.107"
"2022-2-01","2022","2","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACIÓN DE SERVICIO GNV ALQUERIA","1,969","GNCV","11001","4.64925","-74.107"
"2021-3-01","2021","3","01","CAUCA","POPAYAN","EDS GAZEL ALJIBE","2,050","GNCV","19001","2.45964","-76.599"
"2023-8-01","2023","8","01","BOGOTA D.C.","BOGOTA, D.C.","EDS TERPEL LA CONEJERA GNV","2,160","GNCV","11001","4.64925","-74.107"
"2022-12-01","2022","12","01","BOGOTA D.C.","BOGOTA, D.C.","EDS GNV VILLA CLAUDIA","2,059","GNCV","11001","4.64925","-74.107"
"2021-6-01","2021","6","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO GNV PRIMERA DE MAYO","1,699","GNCV","11001","4.64925","-74.107"
"2022-4-01","2022","4","01","VALLE DEL CAUCA","CALI","OPECOM EDS LA RIVERA","1,889","GNCV","76001","3.41369","-76.521"
"2024-4-01","2024","4","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO SITP BRASIL","1,799","GNCV","11001","4.64925","-74.107"
"2024-8-01","2024","8","01","SUCRE","SINCELEJO","EDS PEÑITAS GNV","2,649","GNCV","70001","9.30232","-75.395"
"2023-10-01","2023","10","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO SITP PROSPERIDAD","1,799","GNCV","11001","4.64925","-74.107"
"2025-8-01","2025","8","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO TM NORTE ACTUAL","1,899","GNCV","11001","4.64925","-74.107"
"2023-5-01","2023","5","01","VALLE DEL CAUCA","CALI","EDS EL SAMÁN","2,438","GNCV","76001","3.41369","-76.521"
"2025-2-01","2025","2","01","VALLE DEL CAUCA","TULUA","ESTACIÓN DE SERVICIO TEXACO 26 TULUA","3,370","GNCV","76834","4.0854","-76.197"
"2024-4-01","2024","4","01","VALLE DEL CAUCA","CALI","EDS ROOSVELT GNV","2,807","GNCV","76001","3.41369","-76.521"
"2024-1-01","2024","1","01","ANTIOQUIA","BELLO","ESTACION DE SERVICIO GNV BAHIA","2,550","GNCV","05088","6.33359","-75.555"
"2024-12-01","2024","12","01","MAGDALENA","SANTA MARTA","ESTACION DE SERVICIO AUTOMOTRIZ MANZANARES","2,897","GNCV","47001","11.2047","-74.199"
"2023-1-01","2023","1","01","CUNDINAMARCA","SOACHA","EDS EL RETORNO GNV","2,088","GNCV","25754","4.57927","-74.215"
"2022-12-01","2022","12","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO TERPEL LA 49 - NORMANDIA - GNV","2,059","GNCV","11001","4.64925","-74.107"
"2022-11-01","2022","11","01","VALLE DEL CAUCA","CALI","OPECOM EDS LA RIVERA","2,297","GNCV","76001","3.41369","-76.521"
"2021-9-01","2021","9","01","CASANARE","YOPAL","ESTACIÓN DE SERVICIO TRANSUNIDOS","1,965","GNCV","85001","5.3271","-72.396"
"2022-12-01","2022","12","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIO EL CAMBIO S.A.S","2,547","GNCV","76001","3.41369","-76.521"
"2023-12-01","2023","12","01","CESAR","VALLEDUPAR","EDS TERPEL LA VALLENATA GNV","2,104","GNCV","20001","10.4605","-73.259"
"2021-6-01","2021","6","01","SUCRE","SINCELEJO","E.D.S OKALA","1,679","GNCV","70001","9.30232","-75.395"
"2024-9-01","2024","9","01","BOYACA","SOGAMOSO","ESTACIÓN DE SERVICIO EL TERMINAL GN","2,199","GNCV","15759","5.72398","-72.924"
"2025-2-01","2025","2","01","CUNDINAMARCA","MOSQUERA","ESTACION DE SERVICIO TERPEL LA TORRE GNV","2,499","GNCV","25473","4.70653","-74.221"
"2024-11-01","2024","11","01","MAGDALENA","SANTA MARTA","EDS GAZEL CONCEPCION","2,604","GNCV","47001","11.2047","-74.199"
"2024-5-01","2024","5","01","QUINDIO","CALARCA","EDS LA METRO GNV","2,699","GNCV","63130","4.52098","-75.646"
"2022-1-01","2022","1","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO SITP PROSPERIDAD","1,499","GNCV","11001","4.64925","-74.107"
"2024-5-01","2024","5","01","ANTIOQUIA","BARBOSA","EPM TASAJERA","2,595","GNCV","05079","6.4392","-75.331"
"2025-5-01","2025","5","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO TM NORTE ACTUAL","1,899","GNCV","11001","4.64925","-74.107"
"2023-8-01","2023","8","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO GNV PRIMERA DE MAYO","2,019","GNCV","11001","4.64925","-74.107"
"2024-9-01","2024","9","01","ANTIOQUIA","MEDELLIN","EDS EL RODEO GNV","3,074","GNCV","05001","6.24663","-75.581"
"2022-2-01","2022","2","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO COMBUSCOL EL DORADO","1,872","GNCV","11001","4.64925","-74.107"
"2022-2-01","2022","2","01","VALLE DEL CAUCA","BUENAVENTURA","TERPEL BUENAVENTURA GNV","2,102","GNCV","76109","3.87571","-77.010"
"2023-4-01","2023","4","01","ATLANTICO","BARRANQUILLA","ESTACION DE SERVICIO SAN FRANCISCO","2,066","GNCV","08001","10.978","-74.815"
"2023-5-01","2023","5","01","ATLANTICO","BARRANQUILLA","EDS GNV LA CEIBA","2,026","GNCV","08001","10.978","-74.815"
"2024-3-01","2024","3","01","VALLE DEL CAUCA","CALI","EDS BRETAÑA","2,638","GNCV","76001","3.41369","-76.521"
"2022-9-01","2022","9","01","BOGOTA D.C.","BOGOTA, D.C.","GNV LA SIBERIA","1,940","GNCV","11001","4.64925","-74.107"
"2023-4-01","2023","4","01","BOGOTA D.C.","BOGOTA, D.C.","EDS MOBIL LOS ANDES","2,160","GNCV","11001","4.64925","-74.107"
"2025-6-01","2025","6","01","ANTIOQUIA","APARTADO","EPM NAVARRA","3,500","GNCV","05045","7.88297","-76.625"
"2023-9-01","2023","9","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO SAN RAFAEL","2,099","GNCV","11001","4.64925","-74.107"
"2023-3-01","2023","3","01","TOLIMA","IBAGUE","ESTACION DE SERVICIO LA GUABINAL - GNV","2,316","GNCV","73001","4.43225","-75.194"
"2024-1-01","2024","1","01","BOGOTA D.C.","BOGOTA, D.C.","EDS LA TEXANA","2,199","GNCV","11001","4.64925","-74.107"
"2022-11-01","2022","11","01","ATLANTICO","BARRANQUILLA","EDS TERPEL BOSTON - GNV","1,936","GNCV","08001","10.978","-74.815"
"2022-9-01","2022","9","01","QUINDIO","ARMENIA","EDS GAS VEHICULAR","2,314","GNCV","63001","4.53598","-75.680"
"2022-12-01","2022","12","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO SITP SAN BERNARDINO","1,599","GNCV","11001","4.64925","-74.107"
"2022-10-01","2022","10","01","CAQUETA","FLORENCIA","EDS DE GNCV EL CUNDUY","2,200","GNCV","18001","1.6182","-75.609"
"2022-1-01","2022","1","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIO GNV PRADOS DEL NORTE","1,818","GNCV","76001","3.41369","-76.521"
"2021-3-01","2021","3","01","VALLE DEL CAUCA","JAMUNDI","CENTRO DE SERVICIOS LAS MERCEDES S.A.S","1,810","GNCV","76364","3.25875","-76.538"
"2025-4-01","2025","4","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO SITP BRASIL","1,899","GNCV","11001","4.64925","-74.107"
"2025-1-01","2025","1","01","BOLIVAR","CARTAGENA DE INDIAS","GAZEL MAMONAL","2,827","GNCV","13001","10.3851","-75.496"
"2024-5-01","2024","5","01","CESAR","VALLEDUPAR","EDS TERPEL LA VALLENATA GNV","2,420","GNCV","20001","10.4605","-73.259"
"2024-6-01","2024","6","01","CUNDINAMARCA","CHIA","CHIA EDS - GNV","2,359","GNCV","25175","4.86651","-74.05"
"2022-3-01","2022","3","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACIÓN JUAN MARTIN","1,799","GNCV","11001","4.64925","-74.107"
"2024-10-01","2024","10","01","CESAR","BOSCONIA","EDS TERPEL EL DIAMANTE GNV","2,460","GNCV","20060","9.9751","-73.888"
"2022-12-01","2022","12","01","ATLANTICO","BARRANQUILLA","GAZEL ALAMEDA","1,977","GNCV","08001","10.978","-74.815"
"2022-9-01","2022","9","01","ATLANTICO","BARRANQUILLA","EDS CAMPO ALEGRE GNV","1,737","GNCV","08001","10.978","-74.815"
"2021-6-01","2021","6","01","CALDAS","MANIZALES","ESTACION DE SERVICIO LA PLAZUELA GNV","1,969","GNCV","17001","5.05766","-75.491"
"2022-7-01","2022","7","01","CUNDINAMARCA","SOACHA","EDS SOACHA","1,899","GNCV","25754","4.57927","-74.215"
"2025-4-01","2025","4","01","VALLE DEL CAUCA","CALI","EDS ALFONSO LOPEZ","3,349","GNCV","76001","3.41369","-76.521"
"2024-4-01","2024","4","01","BOGOTA D.C.","BOGOTA, D.C.","EDS ESSO MUZU","2,219","GNCV","11001","4.64925","-74.107"
"2024-10-01","2024","10","01","RISARALDA","DOSQUEBRADAS","ESTACION DE SERVICIO DEL CAFÉ","2,824","GNCV","66170","4.83313","-75.675"
"2022-8-01","2022","8","01","SUCRE","SINCELEJO","E.D.S. LOS ANGELES","1,579","GNCV","70001","9.30232","-75.395"
"2022-11-01","2022","11","01","VALLE DEL CAUCA","YUMBO","EDS SAN JOSÉ - YAVEGAS","2,040","GNCV","76892","3.5401","-76.499"
"2021-12-01","2021","12","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO GNV PRIMERA DE MAYO","1,747","GNCV","11001","4.64925","-74.107"
"2023-10-01","2023","10","01","BOGOTA D.C.","BOGOTA, D.C.","EDS BIOMAX FUNDACION","2,079","GNCV","11001","4.64925","-74.107"
"2023-6-01","2023","6","01","MAGDALENA","SANTA MARTA","ESTACION DE SERVICIO AUTOMOTRIZ MANZANARES","2,029","GNCV","47001","11.2047","-74.199"
"2021-8-01","2021","8","01","BOGOTA D.C.","BOGOTA, D.C.","EDS TERPEL GNV EL GANADERO","1,699","GNCV","11001","4.64925","-74.107"
"2022-12-01","2022","12","01","CORDOBA","MONTERIA","EDS TERPEL EL CORTIJO - GNV","2,026","GNCV","23001","8.75979","-75.873"
"2024-10-01","2024","10","01","BOGOTA D.C.","BOGOTA, D.C.","EDS ESSO KENNEDY","2,413","GNCV","11001","4.64925","-74.107"
"2023-6-01","2023","6","01","VALLE DEL CAUCA","CALI","EDS TERPEL GNV EL INGENIO","2,595","GNCV","76001","3.41369","-76.521"
"2024-1-01","2024","1","01","SANTANDER","GIRON","EDS TERPEL BASCULA GIRON GNV","2,439","GNCV","68307","7.07043","-73.166"
"2021-9-01","2021","9","01","VALLE DEL CAUCA","PALMIRA","EDS GNV PALMIRA","1,900","GNCV","76520","3.53154","-76.298"
"2023-4-01","2023","4","01","RISARALDA","DOSQUEBRADAS","ESTACION DE SERVICIO DEL CAFÉ","2,000","GNCV","66170","4.83313","-75.675"
"2022-8-01","2022","8","01","CUNDINAMARCA","SOACHA","EDS EL RETORNO GNV","1,759","GNCV","25754","4.57927","-74.215"
"2025-3-01","2025","3","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO TM AMERICAS","1,899","GNCV","11001","4.64925","-74.107"
"2025-2-01","2025","2","01","META","VILLAVICENCIO","EDS GNV MONTECARLO","3,450","GNCV","50001","4.12637","-73.622"
"2021-2-01","2021","2","01","ATLANTICO","BARRANQUILLA","COMERCIALIZADORA DE COMBUSTIBLES Y SERVICIOS DE LA VIA S.A.S.","1,599","GNCV","08001","10.978","-74.815"
"2024-11-01","2024","11","01","CASANARE","YOPAL","ESTACIÓN DE SERVICIO TRANSUNIDOS","1,999","GNCV","85001","5.3271","-72.396"
"2021-3-01","2021","3","01","BOGOTA D.C.","BOGOTA, D.C.","EDS EL TRIANGULO BOGOTA - GNV","1,699","GNCV","11001","4.64925","-74.107"
"2023-6-01","2023","6","01","BOGOTA D.C.","BOGOTA, D.C.","EDS BIMA","2,079","GNCV","11001","4.64925","-74.107"
"2023-12-01","2023","12","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO PRADERA DE SUBA","2,199","GNCV","11001","4.64925","-74.107"
"2021-1-01","2021","1","01","ANTIOQUIA","MEDELLIN","ESTACIÓN DE SERVICIO GNV RIO","1,794","GNCV","05001","6.24663","-75.581"
"2022-8-01","2022","8","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIO GNV PRADOS DEL NORTE","2,139","GNCV","76001","3.41369","-76.521"
"2021-11-01","2021","11","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIO GNV PRADOS DEL NORTE","1,818","GNCV","76001","3.41369","-76.521"
"2021-2-01","2021","2","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIO GNV CAÑAVERALES","1,959","GNCV","76001","3.41369","-76.521"
"2023-4-01","2023","4","01","VALLE DEL CAUCA","CALI","ESTACION CORDOBA","2,617","GNCV","76001","3.41369","-76.521"
"2023-2-01","2023","2","01","BOYACA","SOGAMOSO","ESTACIÓN DE SERVICIO EL TERMINAL GN","1,900","GNCV","15759","5.72398","-72.924"
"2024-4-01","2024","4","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO SITP SAN BERNARDINO","1,799","GNCV","11001","4.64925","-74.107"
"2025-5-01","2025","5","01","ANTIOQUIA","MEDELLIN","EDS EL VOLADOR","3,399","GNCV","05001","6.24663","-75.581"
"2022-4-01","2022","4","01","VALLE DEL CAUCA","CALI","EDS ALFONSO LOPEZ","2,020","GNCV","76001","3.41369","-76.521"
"2024-1-01","2024","1","01","BOLIVAR","CARTAGENA DE INDIAS","ESTACION DE SERVICIO SAN JUDAS","2,386","GNCV","13001","10.3851","-75.496"
"2024-1-01","2024","1","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIO GNV LA 25","2,605","GNCV","76001","3.41369","-76.521"
"2024-9-01","2024","9","01","VALLE DEL CAUCA","CALI","ESTACION DE SERVICIOS LAS CEIBAS CALI S.A.S.","3,311","GNCV","76001","3.41369","-76.521"
"2021-6-01","2021","6","01","BOGOTA D.C.","BOGOTA, D.C.","EDS EL TRIANGULO BOGOTA - GNV","1,699","GNCV","11001","4.64925","-74.107"
"2023-12-01","2023","12","01","TOLIMA","IBAGUE","ESTACIÓN DE SERVICIO MILENIUM GAS","2,480","GNCV","73001","4.43225","-75.194"
"2023-5-01","2023","5","01","BOLIVAR","TURBACO","EDS GNV LA GIRALDA","1,886","GNCV","13836","10.3483","-75.427"
"2022-10-01","2022","10","01","BOGOTA D.C.","BOGOTA, D.C.","EDS EL TRIANGULO BOGOTA - GNV","1,978","GNCV","11001","4.64925","-74.107"
"2021-12-01","2021","12","01","BOYACA","TUNJA","ESTACIÓN DE SERVICIO FUEL & GAS GNV","1,799","GNCV","15001","5.53988","-73.355"
"2023-12-01","2023","12","01","BOGOTA D.C.","BOGOTA, D.C.","EDS PATIO TM SUBA","1,799","GNCV","11001","4.64925","-74.107"
"2023-6-01","2023","6","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACION DE SERVICIO SAN RAFAEL","2,099","GNCV","11001","4.64925","-74.107"
"2024-1-01","2024","1","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACIÓN DE SERVICIO MOBIL CALLE 170","2,199","GNCV","11001","4.64925","-74.107"
"2024-4-01","2024","4","01","BOGOTA D.C.","BOGOTA, D.C.","ESTACIÓN DE SERVICIO GNV ALQUERIA","2,199","GNCV","11001","4.64925","-74.107"
